Source;Month of Year;Device Category;Ad Content;Sessions;Users;New Users;Pageviews;Session Duration;Calculated AToS
Swoop;202107;tablet;SDPCustom.NU1624UnbrandedSymp.320;3;3;3;6;51;0:00:51
Swoop;202107;tablet;SDPCustom.NU1624UnbrandedSymp.728;25;19;18;29;294;0:04:54
WebMD;202107;desktop;AudienceSDOnly.NU1559Branded.160;3;3;3;3;0;0:00:00
WebMD;202107;desktop;AudienceSDOnly.NU1559Branded.300;6;4;4;7;764;0:12:44
WebMD;202107;desktop;AudienceSDOnly.NU1559Branded.728;8;7;6;11;522;0:08:42
WebMD;202107;desktop;AudienceSDOnly.NU1623Unbranded50.160;4;4;3;5;2792;0:46:32
WebMD;202107;desktop;AudienceSDOnly.NU1623Unbranded50.300;8;8;8;8;0;0:00:00
WebMD;202107;desktop;AudienceSDOnly.NU1623Unbranded50.728;10;10;9;11;760;0:12:40
WebMD;202107;desktop;AudienceSDOnly.NU1624UnbrandedSymp.160;3;3;2;3;0;0:00:00
WebMD;202107;desktop;AudienceSDOnly.NU1624UnbrandedSymp.300;9;9;8;11;868;0:14:28
WebMD;202107;desktop;AudienceSDOnly.NU1624UnbrandedSymp.728;9;9;8;9;117;0:01:57
WebMD;202107;desktop;RotationalBannerSDConditionCenter.NU1559Branded.160;8;8;7;8;211;0:03:31
WebMD;202107;desktop;RotationalBannerSDConditionCenter.NU1559Branded.300;8;8;8;11;438;0:07:18
WebMD;202107;desktop;RotationalBannerSDConditionCenter.NU1559Branded.728;8;7;7;8;0;0:00:00
WebMD;202107;desktop;RotationalBannerSDConditionCenter.NU1623Unbranded50.160;8;8;8;8;0;0:00:00
WebMD;202107;desktop;RotationalBannerSDConditionCenter.NU1623Unbranded50.300;16;16;16;20;584;0:09:44
WebMD;202107;desktop;RotationalBannerSDConditionCenter.NU1623Unbranded50.728;5;4;4;5;0;0:00:00
WebMD;202107;desktop;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.160;10;8;8;10;67;0:01:07
WebMD;202107;desktop;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300;7;7;7;7;121;0:02:01
WebMD;202107;desktop;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.728;4;4;4;4;18;0:00:18
WebMD;202107;mobile;AudienceSDOnly.NU1559Branded.300;40;36;35;50;1352;0:22:32
WebMD;202107;mobile;AudienceSDOnly.NU1623Unbranded50.300;27;26;25;31;393;0:06:33
WebMD;202107;mobile;AudienceSDOnly.NU1624UnbrandedSymp.300;30;23;21;34;1878;0:31:18
WebMD;202107;mobile;AudienceSDOnly.NU1624UnbrandedSymp.320;3;3;3;3;0;0:00:00
WebMD;202107;mobile;NUMonographAV.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
WebMD;202107;mobile;RotationalBannerSDConditionCenter.NU1559Branded.300;39;37;36;42;579;0:09:39
WebMD;202107;mobile;RotationalBannerSDConditionCenter.NU1623Unbranded50.300;32;28;27;36;2883;0:48:03
WebMD;202107;mobile;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300;31;28;28;40;1950;0:32:30
WebMD;202107;mobile;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.320;13;11;9;17;886;0:14:46
WebMD;202107;mobile;WebMDAudienceSDOnly.NU1623Unbranded50.300;3;1;1;1;0;0:00:00
WebMD;202107;tablet;AudienceSDOnly.NU1559Branded.160;1;1;1;1;0;0:00:00
WebMD;202107;tablet;AudienceSDOnly.NU1559Branded.300;4;4;4;4;0;0:00:00
WebMD;202107;tablet;AudienceSDOnly.NU1559Branded.728;8;8;7;8;0;0:00:00
WebMD;202107;tablet;AudienceSDOnly.NU1623Unbranded50.300;6;1;1;1;0;0:00:00
WebMD;202107;tablet;AudienceSDOnly.NU1624UnbrandedSymp.728;9;7;7;9;72;0:01:12
WebMD;202107;tablet;RotationalBannerSDConditionCenter.NU1559Branded.160;2;2;2;3;8;0:00:08
WebMD;202107;tablet;RotationalBannerSDConditionCenter.NU1559Branded.300;8;8;7;10;230;0:03:50
WebMD;202107;tablet;RotationalBannerSDConditionCenter.NU1559Branded.728;2;2;2;3;1;0:00:01
WebMD;202107;tablet;RotationalBannerSDConditionCenter.NU1623Unbranded50.160;2;2;2;2;0;0:00:00
WebMD;202107;tablet;RotationalBannerSDConditionCenter.NU1623Unbranded50.300;4;4;4;4;0;0:00:00
WebMD;202107;tablet;RotationalBannerSDConditionCenter.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
WebMD;202107;tablet;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.160;1;1;1;5;38;0:00:38
WebMD;202107;tablet;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300;3;3;3;3;0;0:00:00
WebMD;202107;tablet;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.728;6;6;6;7;29;0:00:29
Zeta;202107;desktop;SDPCrossix.NU1559Branded.160;25;25;24;245;1103;0:18:23
Zeta;202107;desktop;SDPCrossix.NU1559Branded.300;74;74;74;567;2364;0:39:24
Zeta;202107;desktop;SDPCrossix.NU1559Branded.728;34;34;34;347;1461;0:24:21
Zeta;202107;desktop;SDPCrossix.NU1623Unbranded50.160;19;19;19;23;104;0:01:44
Zeta;202107;desktop;SDPCrossix.NU1623Unbranded50.300;18;18;18;20;16;0:00:16
Zeta;202107;desktop;SDPCrossix.NU1623Unbranded50.728;28;28;28;30;65;0:01:05
Zeta;202107;desktop;SDPCrossix.NU1624UnbrandedSymp.160;21;21;21;25;113;0:01:53
Zeta;202107;desktop;SDPCrossix.NU1624UnbrandedSymp.300;29;29;29;30;68;0:01:08
Zeta;202107;desktop;SDPCrossix.NU1624UnbrandedSymp.320;46;46;46;49;81;0:01:21
Zeta;202107;desktop;SDPCrossix.NU1624UnbrandedSymp.728;28;28;28;29;29;0:00:29
Zeta;202107;desktop;SDPSwoop.NU1559Branded.160;8;8;8;81;413;0:06:53
Zeta;202107;desktop;SDPSwoop.NU1559Branded.300;22;22;22;206;901;0:15:01
Zeta;202107;desktop;SDPSwoop.NU1559Branded.728;19;18;18;213;934;0:15:34
Zeta;202107;desktop;SDPSwoop.NU1623Unbranded50.160;12;12;12;13;26;0:00:26
Zeta;202107;desktop;SDPSwoop.NU1623Unbranded50.300;12;12;12;12;0;0:00:00
Zeta;202107;desktop;SDPSwoop.NU1623Unbranded50.728;17;15;15;27;293;0:04:53
Zeta;202107;desktop;SDPSwoop.NU1624UnbrandedSymp.160;9;9;9;9;0;0:00:00
Zeta;202107;desktop;SDPSwoop.NU1624UnbrandedSymp.300;14;14;14;17;68;0:01:08
Zeta;202107;desktop;SDPSwoop.NU1624UnbrandedSymp.320;11;11;11;11;0;0:00:00
Zeta;202107;desktop;SDPSwoop.NU1624UnbrandedSymp.728;5;5;5;6;29;0:00:29
Zeta;202107;desktop;SDPSwoopAV.NU1559Branded.160;2;2;2;32;144;0:02:24
Zeta;202107;desktop;SDPSwoopAV.NU1559Branded.300;7;7;7;110;484;0:08:04
Zeta;202107;desktop;SDPSwoopAV.NU1559Branded.728;4;4;4;71;306;0:05:06
Zeta;202107;desktop;SDPSwoopAV.NU1623Unbranded50.160;3;3;3;4;41;0:00:41
Zeta;202107;desktop;SDPSwoopAV.NU1623Unbranded50.300;2;2;2;2;0;0:00:00
Zeta;202107;desktop;SDPSwoopAV.NU1623Unbranded50.728;2;2;2;2;0;0:00:00
Zeta;202107;desktop;SDPSwoopAV.NU1624UnbrandedSymp.160;2;2;2;2;0;0:00:00
Zeta;202107;desktop;SDPSwoopAV.NU1624UnbrandedSymp.320;4;4;4;5;26;0:00:26
Zeta;202107;desktop;SDPSwoopAV.NU1624UnbrandedSymp.728;5;5;5;6;41;0:00:41
Zeta;202107;mobile;SDPCrossix.NU1559Branded.300;5;5;5;6;0;0:00:00
Zeta;202107;mobile;SDPCrossix.NU1559Branded.728;6;6;6;8;0;0:00:00
Zeta;202107;mobile;SDPCrossix.NU1623Unbranded50.160;3;3;3;3;0;0:00:00
Zeta;202107;mobile;SDPCrossix.NU1623Unbranded50.300;9;8;7;9;65;0:01:05
Zeta;202107;mobile;SDPCrossix.NU1623Unbranded50.728;5;5;5;5;0;0:00:00
Zeta;202107;mobile;SDPCrossix.NU1624UnbrandedSymp.160;3;3;3;3;0;0:00:00
Zeta;202107;mobile;SDPCrossix.NU1624UnbrandedSymp.300;8;8;8;9;25;0:00:25
Zeta;202107;mobile;SDPCrossix.NU1624UnbrandedSymp.320;358;270;266;434;9455;2:37:35
Zeta;202107;mobile;SDPCrossix.NU1624UnbrandedSymp.728;2;2;2;2;0;0:00:00
Zeta;202107;mobile;SDPSwoop.NU1559Branded.300;1;1;1;1;0;0:00:00
Zeta;202107;mobile;SDPSwoop.NU1559Branded.728;4;4;4;4;0;0:00:00
Zeta;202107;mobile;SDPSwoop.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Zeta;202107;mobile;SDPSwoop.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
Zeta;202107;mobile;SDPSwoop.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
Zeta;202107;mobile;SDPSwoop.NU1624UnbrandedSymp.160;1;1;1;1;0;0:00:00
Zeta;202107;mobile;SDPSwoop.NU1624UnbrandedSymp.300;3;3;3;3;0;0:00:00
Zeta;202107;mobile;SDPSwoop.NU1624UnbrandedSymp.320;245;217;215;269;3470;0:57:50
Zeta;202107;mobile;SDPSwoop.NU1624UnbrandedSymp.728;2;2;2;2;0;0:00:00
Zeta;202107;mobile;SDPSwoopAV.NU1559Branded.300;1;1;1;1;0;0:00:00
Zeta;202107;mobile;SDPSwoopAV.NU1559Branded.728;1;1;1;1;0;0:00:00
Zeta;202107;mobile;SDPSwoopAV.NU1623Unbranded50.300;4;4;4;4;0;0:00:00
Zeta;202107;mobile;SDPSwoopAV.NU1623Unbranded50.728;2;2;2;2;0;0:00:00
Zeta;202107;mobile;SDPSwoopAV.NU1624UnbrandedSymp.300;4;4;4;7;35;0:00:35
Zeta;202107;mobile;SDPSwoopAV.NU1624UnbrandedSymp.320;21;18;18;22;199;0:03:19
Zeta;202107;tablet;SDPCrossix.NU1559Branded.160;1;1;1;1;0;0:00:00
Zeta;202107;tablet;SDPCrossix.NU1559Branded.728;2;2;2;2;0;0:00:00
Zeta;202107;tablet;SDPCrossix.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Zeta;202107;tablet;SDPCrossix.NU1623Unbranded50.728;4;4;4;4;5;0:00:05
Zeta;202107;tablet;SDPCrossix.NU1624UnbrandedSymp.160;1;1;1;1;0;0:00:00
Zeta;202107;tablet;SDPCrossix.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
Zeta;202107;tablet;SDPCrossix.NU1624UnbrandedSymp.320;17;12;12;20;195;0:03:15
Zeta;202107;tablet;SDPSwoop.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
Zeta;202107;tablet;SDPSwoop.NU1624UnbrandedSymp.728;1;1;1;1;0;0:00:00
Zeta;202107;tablet;SDPSwoopAV.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
Acuity;202108;mobile;AcuityCrossixTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.320;1;1;1;1;0;0:00:00
Acuity;202108;mobile;AcuityPropensityTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.320;1;1;1;1;0;0:00:00
Aptus;202108;desktop;DistributionDTC.NU1623Unbranded50.300;21;19;19;23;3;0:00:03
Aptus;202108;desktop;DistributionDTC.NU1624UnbrandedSymp.300;17;15;15;23;116;0:01:56
Aptus;202108;desktop;DistributionDTC.NU1624UnbrandedSymp.320;89;78;77;90;266;0:04:26
Aptus;202108;desktop;DistributionDTC.NU1715.1;63;59;57;70;304;0:05:04
Aptus;202108;mobile;AptusDermicoolDistributionDTP.NU1825.320x50;1;1;1;1;0;0:00:00
Aptus;202108;mobile;AptusDermicoolLTCDTP.NU1545.320x50;5;1;0;2;0;0:00:00
Aptus;202108;mobile;AptusDermicoolLTCDTP.NU1546.300x250;1;1;1;1;0;0:00:00
Aptus;202108;mobile;AptusDermicoolRetailDTP.NU1714.300x250;10;4;2;10;0;0:00:00
Aptus;202108;mobile;AptusDermicoolRetailDTP.NU1716.300x250;2;2;2;2;0;0:00:00
Aptus;202108;mobile;DistributionDTC.NU1546.1;131;87;86;136;2341;0:39:01
Aptus;202108;mobile;DistributionDTC.NU1623Unbranded50.300;513;375;360;508;13071;3:37:51
Aptus;202108;mobile;DistributionDTC.NU1624UnbrandedSymp.300;434;376;365;489;9465;2:37:45
Aptus;202108;mobile;DistributionDTC.NU1624UnbrandedSymp.320;4927;3869;3806;5589;143401;39:50:01
Aptus;202108;mobile;DistributionDTC.NU1715.1;6522;5565;5476;7176;111551;30:59:11
Aptus;202108;tablet;DistributionDTC.NU1623Unbranded50.300;6;6;6;13;541;0:09:01
Aptus;202108;tablet;DistributionDTC.NU1624UnbrandedSymp.300;3;3;3;3;0;0:00:00
Aptus;202108;tablet;DistributionDTC.NU1624UnbrandedSymp.320;41;33;33;47;139;0:02:19
Aptus;202108;tablet;DistributionDTC.NU1715.1;40;31;31;47;863;0:14:23
Emodo;202108;desktop;SDAPP.NU1559Branded.300;3;2;1;3;0;0:00:00
Emodo;202108;desktop;SDAPP.NU1559Branded.728;3;2;2;3;0;0:00:00
Facebook;202108;desktop;FBNU1770.FBNU1770.1;16;8;4;31;1272;0:21:12
Facebook;202108;desktop;FBNU1795.FBNU1795.1;3;3;1;4;713;0:11:53
Facebook;202108;desktop;FBNU1796.FBNU1796.1;6;3;1;9;188;0:03:08
Facebook;202108;mobile;FBNU1770.FBNU1770.1;5903;3539;3503;4060;104647;29:04:07
Facebook;202108;mobile;FBNU1795.FBNU1795.1;213;210;206;225;1631;0:27:11
Facebook;202108;mobile;FBNU1796.FBNU1796.1;138;116;111;120;690;0:11:30
Facebook;202108;tablet;FBNU1770.FBNU1770.1;621;550;538;654;5929;1:38:49
Facebook;202108;tablet;FBNU1795.FBNU1795.1;84;76;69;92;492;0:08:12
Facebook;202108;tablet;FBNU1796.FBNU1796.1;28;27;25;29;152;0:02:32
GoodRx;202108;desktop;BSDermicool.NU1559Branded.160;1;1;0;1;0;0:00:00
GoodRx;202108;desktop;BSDermicool.NU1559Branded.728;1;1;1;2;1738;0:28:58
GoodRx;202108;desktop;BSDermicoolParkinsonDisease.NU1559Branded.160;4;4;4;5;70;0:01:10
GoodRx;202108;desktop;BSDermicoolQuetiapine.NU1559Branded.160;4;3;3;5;77;0:01:17
GoodRx;202108;desktop;BSDermicoolQuetiapine.NU1559Branded.728;5;4;4;5;0;0:00:00
GoodRx;202108;mobile;BSDermicoolSeroquel.NU1559Branded.300;1;1;1;1;0;0:00:00
GoodRx;202108;tablet;BSDermicoolParkinsonDisease.NU1559Branded.728;2;2;1;2;0;0:00:00
GoodRx;202108;tablet;BSDermicoolQuetiapine.NU1559Branded.160;1;1;1;1;0;0:00:00
GoodRx;202108;tablet;BSDermicoolQuetiapine.NU1559Branded.728;1;1;1;3;6;0:00:06
Healthline;202108;mobile;HealthlineContextualTargeting.Dermicool_SDP_DTP_Unbranded_50Messaging.300;1;1;1;1;0;0:00:00
HealthUnion;202108;desktop;ConditionCenter.NU1559Branded.160;4;4;3;7;275;0:04:35
HealthUnion;202108;desktop;ConditionCenter.NU1559Branded.300;5;4;3;8;595;0:09:55
HealthUnion;202108;desktop;ConditionCenter.NU1559Branded.728;2;2;2;2;0;0:00:00
HealthUnion;202108;desktop;ConditionCenter.NU1623Unbranded50.300;5;5;5;8;714;0:11:54
HealthUnion;202108;desktop;ConditionCenter.NU1624UnbrandedSymp.300;3;3;2;5;404;0:06:44
HealthUnion;202108;desktop;ConditionCenter.NU1624UnbrandedSymp.728;2;2;2;3;124;0:02:04
HealthUnion;202108;desktop;SDDisplay.NU1559Branded.300;1;1;1;1;0;0:00:00
HealthUnion;202108;desktop;SDDisplay.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
HealthUnion;202108;mobile;ConditionCenter.NU1559Branded.300;31;29;27;34;881;0:14:41
HealthUnion;202108;mobile;ConditionCenter.NU1623Unbranded50.300;19;18;16;34;3057;0:50:57
HealthUnion;202108;mobile;ConditionCenter.NU1624UnbrandedSymp.300;23;23;22;38;1152;0:19:12
HealthUnion;202108;mobile;ConditionCenter.NU1624UnbrandedSymp.320;3;1;0;3;0;0:00:00
HealthUnion;202108;mobile;SDDisplay.NU1559Branded.300;6;6;5;6;0;0:00:00
HealthUnion;202108;mobile;SDDisplay.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
HealthUnion;202108;mobile;SDDisplay.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
HealthUnion;202108;mobile;SDDisplayAV.NU1559Branded.300;11;10;10;11;196;0:03:16
HealthUnion;202108;mobile;SDDisplayAV.NU1623Unbranded50.300;10;9;9;9;0;0:00:00
HealthUnion;202108;mobile;SDDisplayAV.NU1624UnbrandedSymp.300;5;5;5;5;74;0:01:14
HealthUnion;202108;mobile;SDDisplayAV.NU1624UnbrandedSymp.320;3;2;1;4;11;0:00:11
HealthUnion;202108;tablet;ConditionCenter.NU1559Branded.160;2;2;2;2;0;0:00:00
HealthUnion;202108;tablet;ConditionCenter.NU1559Branded.300;7;7;5;7;66;0:01:06
HealthUnion;202108;tablet;ConditionCenter.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
HealthUnion;202108;tablet;ConditionCenter.NU1624UnbrandedSymp.160;3;2;2;3;0;0:00:00
HealthUnion;202108;tablet;ConditionCenter.NU1624UnbrandedSymp.300;6;4;3;12;1178;0:19:38
HealthUnion;202108;tablet;ConditionCenter.NU1624UnbrandedSymp.728;1;1;1;1;0;0:00:00
HealthUnion;202108;tablet;SDDisplay.NU1559Branded.160;1;1;1;1;0;0:00:00
HealthUnion;202108;tablet;SDDisplayAV.NU1559Branded.300;1;1;1;1;0;0:00:00
MediaIQ;202108;desktop;NU1795Crossix.NU1795.1;1;1;0;1;0;0:00:00
MediaIQ;202108;desktop;SDPCrossixSegment.NU1559Branded.160;4;4;4;70;306;0:05:06
MediaIQ;202108;desktop;SDPCrossixSegment.NU1559Branded.300;15;15;15;187;809;0:13:29
MediaIQ;202108;desktop;SDPCrossixSegment.NU1559Branded.728;4;4;4;70;337;0:05:37
MediaIQ;202108;desktop;SDPCrossixSegment.NU1623Unbranded50.160;4;4;4;4;0;0:00:00
MediaIQ;202108;desktop;SDPCrossixSegment.NU1623Unbranded50.300;3;3;3;3;0;0:00:00
MediaIQ;202108;desktop;SDPCrossixSegment.NU1623Unbranded50.728;5;5;5;6;2;0:00:02
MediaIQ;202108;desktop;SDPCrossixSegment.NU1624UnbrandedSymp.160;1;1;0;1;0;0:00:00
MediaIQ;202108;desktop;SDPCrossixSegment.NU1624UnbrandedSymp.300;4;4;4;4;0;0:00:00
MediaIQ;202108;desktop;SDPCrossixSegment.NU1624UnbrandedSymp.320;11;11;11;11;0;0:00:00
MediaIQ;202108;desktop;SDPCrossixSegment.NU1624UnbrandedSymp.728;5;5;5;5;0;0:00:00
MediaIQ;202108;desktop;SDPSwoopSegment.NU1559Branded.160;8;8;8;133;616;0:10:16
MediaIQ;202108;desktop;SDPSwoopSegment.NU1559Branded.300;11;10;10;103;432;0:07:12
MediaIQ;202108;desktop;SDPSwoopSegment.NU1559Branded.728;18;17;17;157;638;0:10:38
MediaIQ;202108;desktop;SDPSwoopSegment.NU1623Unbranded50.160;3;3;3;3;0;0:00:00
MediaIQ;202108;desktop;SDPSwoopSegment.NU1623Unbranded50.300;4;4;4;4;0;0:00:00
MediaIQ;202108;desktop;SDPSwoopSegment.NU1623Unbranded50.728;10;10;10;11;15;0:00:15
MediaIQ;202108;desktop;SDPSwoopSegment.NU1624UnbrandedSymp.160;3;3;3;3;0;0:00:00
MediaIQ;202108;desktop;SDPSwoopSegment.NU1624UnbrandedSymp.300;4;4;4;4;0;0:00:00
MediaIQ;202108;desktop;SDPSwoopSegment.NU1624UnbrandedSymp.320;15;15;15;15;0;0:00:00
MediaIQ;202108;desktop;SDPSwoopSegment.NU1624UnbrandedSymp.728;7;6;6;7;0;0:00:00
MediaIQ;202108;mobile;MiQSDPCrossixSegment.NU1624UnbrandedSymp.320;1;1;0;1;0;0:00:00
MediaIQ;202108;mobile;SDPCrossixSegment.NU1559Branded.300;7;7;7;7;0;0:00:00
MediaIQ;202108;mobile;SDPCrossixSegment.NU1623Unbranded50.300;16;14;14;17;105;0:01:45
MediaIQ;202108;mobile;SDPCrossixSegment.NU1624UnbrandedSymp.300;8;8;8;8;0;0:00:00
MediaIQ;202108;mobile;SDPCrossixSegment.NU1624UnbrandedSymp.320;234;187;187;270;6724;1:52:04
MediaIQ;202108;mobile;SDPSwoopSegment.NU1559Branded.300;17;13;13;18;1055;0:17:35
MediaIQ;202108;mobile;SDPSwoopSegment.NU1559Branded.728;6;6;6;8;0;0:00:00
MediaIQ;202108;mobile;SDPSwoopSegment.NU1623Unbranded50.300;6;6;6;6;0;0:00:00
MediaIQ;202108;mobile;SDPSwoopSegment.NU1623Unbranded50.728;4;3;3;4;0;0:00:00
MediaIQ;202108;mobile;SDPSwoopSegment.NU1624UnbrandedSymp.300;10;9;9;10;0;0:00:00
MediaIQ;202108;mobile;SDPSwoopSegment.NU1624UnbrandedSymp.320;153;138;136;158;1626;0:27:06
MediaIQ;202108;mobile;SDPSwoopSegment.NU1624UnbrandedSymp.728;1;1;1;1;0;0:00:00
MediaIQ;202108;tablet;SDPCrossixSegment.NU1559Branded.160;1;1;1;1;0;0:00:00
MediaIQ;202108;tablet;SDPCrossixSegment.NU1559Branded.300;1;1;1;1;0;0:00:00
MediaIQ;202108;tablet;SDPCrossixSegment.NU1623Unbranded50.300;3;3;3;3;0;0:00:00
MediaIQ;202108;tablet;SDPCrossixSegment.NU1624UnbrandedSymp.320;9;9;9;10;35;0:00:35
MediaIQ;202108;tablet;SDPSwoopSegment.NU1559Branded.300;1;1;1;1;0;0:00:00
MediaIQ;202108;tablet;SDPSwoopSegment.NU1559Branded.728;13;11;11;13;0;0:00:00
MediaIQ;202108;tablet;SDPSwoopSegment.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
MediaIQ;202108;tablet;SDPSwoopSegment.NU1623Unbranded50.728;5;3;3;5;0;0:00:00
MediaIQ;202108;tablet;SDPSwoopSegment.NU1624UnbrandedSymp.300;4;4;4;5;1;0:00:01
MediaIQ;202108;tablet;SDPSwoopSegment.NU1624UnbrandedSymp.320;4;4;4;4;0;0:00:00
MediaIQ;202108;tablet;SDPSwoopSegment.NU1624UnbrandedSymp.728;7;7;7;8;10;0:00:10
Medicx;202108;desktop;SDPCustomCaregiver.NU1559Branded.160;41;41;41;311;2254;0:37:34
Medicx;202108;desktop;SDPCustomCaregiver.NU1559Branded.300;19;19;19;160;1270;0:21:10
Medicx;202108;desktop;SDPCustomCaregiver.NU1559Branded.728;39;30;30;340;2311;0:38:31
Medicx;202108;desktop;SDPCustomCaregiver.NU1623Unbranded50.160;14;14;14;15;27;0:00:27
Medicx;202108;desktop;SDPCustomCaregiver.NU1623Unbranded50.300;15;15;15;15;0;0:00:00
Medicx;202108;desktop;SDPCustomCaregiver.NU1623Unbranded50.728;14;13;13;16;31;0:00:31
Medicx;202108;desktop;SDPCustomCaregiver.NU1624UnbrandedSymp.160;14;14;14;17;208;0:03:28
Medicx;202108;desktop;SDPCustomCaregiver.NU1624UnbrandedSymp.300;18;18;18;19;27;0:00:27
Medicx;202108;desktop;SDPCustomCaregiver.NU1624UnbrandedSymp.320;16;16;16;16;0;0:00:00
Medicx;202108;desktop;SDPCustomCaregiver.NU1624UnbrandedSymp.728;13;13;13;13;0;0:00:00
Medicx;202108;desktop;SDPCustomPatient.NU1559Branded.160;22;22;22;162;1045;0:17:25
Medicx;202108;desktop;SDPCustomPatient.NU1559Branded.300;31;31;31;282;2215;0:36:55
Medicx;202108;desktop;SDPCustomPatient.NU1559Branded.728;21;21;21;303;1587;0:26:27
Medicx;202108;desktop;SDPCustomPatient.NU1623Unbranded50.160;11;11;11;13;54;0:00:54
Medicx;202108;desktop;SDPCustomPatient.NU1623Unbranded50.300;10;10;10;10;0;0:00:00
Medicx;202108;desktop;SDPCustomPatient.NU1623Unbranded50.728;12;12;12;12;0;0:00:00
Medicx;202108;desktop;SDPCustomPatient.NU1624UnbrandedSymp.160;10;10;10;12;32;0:00:32
Medicx;202108;desktop;SDPCustomPatient.NU1624UnbrandedSymp.300;11;11;10;12;27;0:00:27
Medicx;202108;desktop;SDPCustomPatient.NU1624UnbrandedSymp.728;4;4;4;4;0;0:00:00
Medicx;202108;mobile;SDPCustomCaregiver.NU1559Branded.160;1;1;1;1;0;0:00:00
Medicx;202108;mobile;SDPCustomCaregiver.NU1559Branded.300;17;16;16;18;0;0:00:00
Medicx;202108;mobile;SDPCustomCaregiver.NU1559Branded.728;16;14;13;19;20;0:00:20
Medicx;202108;mobile;SDPCustomCaregiver.NU1623Unbranded50.300;19;17;17;23;101;0:01:41
Medicx;202108;mobile;SDPCustomCaregiver.NU1623Unbranded50.728;9;8;8;9;0;0:00:00
Medicx;202108;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.160;2;2;2;2;0;0:00:00
Medicx;202108;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.300;15;15;15;16;39;0:00:39
Medicx;202108;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.320;38;34;31;43;420;0:07:00
Medicx;202108;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.728;10;10;10;10;0;0:00:00
Medicx;202108;mobile;SDPCustomPatient.NU1559Branded.300;16;15;15;16;0;0:00:00
Medicx;202108;mobile;SDPCustomPatient.NU1559Branded.728;33;31;31;37;1755;0:29:15
Medicx;202108;mobile;SDPCustomPatient.NU1623Unbranded50.300;7;7;7;7;0;0:00:00
Medicx;202108;mobile;SDPCustomPatient.NU1623Unbranded50.728;21;14;13;17;29;0:00:29
Medicx;202108;mobile;SDPCustomPatient.NU1624UnbrandedSymp.300;17;16;16;21;3189;0:53:09
Medicx;202108;mobile;SDPCustomPatient.NU1624UnbrandedSymp.320;14;13;13;14;0;0:00:00
Medicx;202108;mobile;SDPCustomPatient.NU1624UnbrandedSymp.728;11;10;9;12;202;0:03:22
Medicx;202108;tablet;SDPCustomCaregiver.NU1559Branded.160;1;1;1;1;0;0:00:00
Medicx;202108;tablet;SDPCustomCaregiver.NU1559Branded.728;4;4;4;4;0;0:00:00
Medicx;202108;tablet;SDPCustomCaregiver.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Medicx;202108;tablet;SDPCustomCaregiver.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
Medicx;202108;tablet;SDPCustomCaregiver.NU1624UnbrandedSymp.160;1;1;1;1;0;0:00:00
Medicx;202108;tablet;SDPCustomCaregiver.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
Medicx;202108;tablet;SDPCustomPatient.NU1623Unbranded50.160;1;1;1;1;7;0:00:07
Medicx;202108;tablet;SDPCustomPatient.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
Medicx;202108;tablet;SDPCustomPatient.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
Medicx;202108;tablet;SDPCustomPatient.NU1624UnbrandedSymp.160;1;1;1;1;0;0:00:00
Medicx;202108;tablet;SDPCustomPatient.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
Medicx;202108;tablet;SDPCustomPatient.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
MiQ;202108;desktop;MiQPredictTargeting.Dermicool_SDP_DTP_Unbranded_50Messaging.728;1;1;1;1;0;0:00:00
