Campaign;Month;Site (Site Directory);Placement - DCM;Creative;Creative Dimensions;Platform Type;Impressions;Clicks
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1623_v3_50;300x250;Desktop;816;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1623_v3_50;300x250;Smartphone;2725;22
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1623_v3_50;300x250;Tablet;685;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1623_v3_50;728x90;Desktop;356;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1623_v3_50;728x90;Tablet;272;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;160x600;Desktop;208;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;160x600;Tablet;85;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;300x250;Desktop;749;7
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;300x250;Mobile midrange: feature phone;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;300x250;Smartphone;2765;27
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;300x250;Tablet;698;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;320x50;Desktop;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;320x50;Mobile midrange: feature phone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;320x50;Smartphone;1193;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;320x50;Tablet;9;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;728x90;Desktop;349;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;SD_1624_v3_Symptom;728x90;Tablet;302;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;1079;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;231;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;3882;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;8358;34
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;2509;9
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;1874;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Condition Center Sponsorship;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;997;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1623_v3_50;160x600;Desktop;35;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1623_v3_50;160x600;Tablet;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1623_v3_50;300x250;Desktop;128;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1623_v3_50;300x250;Smartphone;335;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1623_v3_50;300x250;Tablet;50;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1623_v3_50;728x90;Desktop;9;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1623_v3_50;728x90;Tablet;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1624_v3_Symptom;160x600;Desktop;47;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1624_v3_Symptom;160x600;Tablet;8;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1624_v3_Symptom;300x250;Desktop;158;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1624_v3_Symptom;300x250;Smartphone;345;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1624_v3_Symptom;300x250;Tablet;57;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1624_v3_Symptom;320x50;Smartphone;212;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1624_v3_Symptom;728x90;Desktop;10;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;SD_1624_v3_Symptom;728x90;Tablet;6;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;116;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;13;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;458;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;1128;9
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;132;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;39;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;14;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1623_v3_50;160x600;Desktop;38;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1623_v3_50;160x600;Tablet;7;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1623_v3_50;300x250;Desktop;171;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1623_v3_50;300x250;Smartphone;1099;11
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1623_v3_50;300x250;Tablet;61;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1623_v3_50;728x90;Desktop;20;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1623_v3_50;728x90;Tablet;14;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;160x600;Desktop;51;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;160x600;Tablet;10;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;300x250;Desktop;172;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;300x250;Smartphone;1112;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;300x250;Tablet;59;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;320x50;Smartphone;1334;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;728x90;Desktop;22;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;728x90;Tablet;6;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;193;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;27;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;720;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;1849;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;240;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;105;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;31;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;160x600;Desktop;15324;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;160x600;Smartphone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;160x600;Tablet;3;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;Connected TV;4;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;Desktop;10130;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;Mobile midrange: feature phone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;Smartphone;15033;21
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;Tablet;6295;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;728x90;Desktop;17999;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;728x90;Smartphone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;728x90;Tablet;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;160x600;Desktop;15392;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;160x600;Smartphone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;Desktop;10066;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;Mobile midrange: feature phone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;Smartphone;15144;13
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;Tablet;6482;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Connected TV;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Desktop;492;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Mobile midrange: feature phone;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Smartphone;411343;280
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Tablet;28457;41
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;728x90;Desktop;18146;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;728x90;Smartphone;6;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;16525;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;5;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Connected TV;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;16716;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Mobile midrange: feature phone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;23435;13
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;6897;7
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;19931;11
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;3;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;160x600;Desktop;3180;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;160x600;Smartphone;71;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;160x600;Tablet;118;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;300x250;Desktop;10626;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;300x250;Smartphone;10449;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;300x250;Tablet;1290;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;728x90;Desktop;7129;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;728x90;Smartphone;1433;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;728x90;Tablet;5321;8
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;160x600;Desktop;3244;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;160x600;Smartphone;66;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;160x600;Tablet;132;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;300x250;Desktop;10578;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;300x250;Smartphone;10421;11
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;300x250;Tablet;1267;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Desktop;1522;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Mobile midrange: feature phone;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Smartphone;196930;196
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Tablet;8411;16
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;728x90;Desktop;7286;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;728x90;Mobile midrange: feature phone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;728x90;Smartphone;1443;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;728x90;Tablet;5448;15
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;7062;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;162;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;235;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;24592;7
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;22450;16
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;2678;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;14550;14
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;2900;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;11194;19
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;160x600;Desktop;10975;15
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;160x600;Smartphone;150;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;160x600;Tablet;127;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;300x250;Connected TV;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;300x250;Desktop;15442;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;300x250;Smartphone;24367;23
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;300x250;Tablet;786;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;728x90;Desktop;8282;11
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-08;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;728x90;Smartphone;8015;23
